person_name,time_ms,ecg_raw,ecg_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1634,1641.874528,,,
unknown,1,1774,1787.850317,,,
unknown,2,1901,1901.601114,,,
unknown,3,2015,2011.839817,,,
unknown,4,2111,2114.472602,,,
unknown,5,2173,2176.522107,,,
unknown,6,2215,2215.881837,,,
unknown,7,2211,2215.757036,,,
unknown,8,2162,2165.511748,,,
unknown,9,2075,2057.978975,,,
unknown,10,1943,1936.320752,,,
unknown,11,1797,1797.133786,,,
unknown,12,1648,1648.920314,,,
unknown,13,1506,1502.401902,,,
unknown,14,1395,1390.653475,,,
unknown,15,1327,1325.424673,,,
unknown,16,1307,1304.038083,,,
unknown,17,1330,1342.697819,,,
unknown,18,1398,1404.678199,,,
unknown,19,1492,1495.229575,,,
unknown,20,1616,1612.530843,,,
unknown,21,1742,1749.824192,,,
unknown,22,1869,1874.760545,,,
unknown,23,1981,1979.886230,,,
unknown,24,2077,2073.341820,,,
unknown,25,2147,2142.321769,,,
unknown,26,2186,2182.223830,,,
unknown,27,2191,2187.213341,,,
unknown,28,2147,2144.591463,,,
unknown,29,2062,2047.842314,,,
unknown,30,1936,1934.923532,,,
unknown,31,1798,1802.192524,,,
unknown,32,1651,1657.575801,,,
unknown,33,1507,1510.168083,,,
unknown,34,1398,1398.463978,,,
unknown,35,1328,1333.670504,,,
unknown,36,1306,1308.596696,,,
unknown,37,1331,1340.119270,,,
unknown,38,1395,1397.404309,,,
unknown,39,1488,1485.400144,,,
unknown,40,1607,1598.528521,,,
unknown,41,1729,1731.157615,,,
unknown,42,1853,1852.804989,,,
unknown,43,1962,1955.782634,,,
unknown,44,2055,2048.058484,,,
unknown,45,2118,2117.251402,,,
unknown,46,2155,2156.365275,,,
unknown,47,2155,2159.501844,,,
unknown,48,2112,2115.497024,,,
unknown,49,2021,2017.304117,,,
unknown,50,1904,1902.709397,,,
unknown,51,1762,1768.177824,,,
unknown,52,1616,1621.332208,,,
unknown,53,1479,1471.224826,,,
unknown,54,1372,1361.825470,,,
unknown,55,1309,1304.800209,,,
unknown,56,1295,1290.328033,,,
unknown,57,1326,1336.811878,,,
unknown,58,1393,1403.297261,,,
unknown,59,1490,1493.844011,,,
unknown,60,1615,1611.890504,,,
unknown,61,1743,1749.455272,,,
unknown,62,1867,1873.267526,,,
unknown,63,1977,1976.502586,,,
unknown,64,2071,2066.852680,,,
unknown,65,2137,2131.509801,,,
unknown,66,2173,2167.290616,,,
unknown,67,2169,2168.408175,,,
unknown,68,2125,2121.552222,,,
unknown,69,2032,2020.569379,,,
unknown,70,1909,1904.349649,,,
unknown,71,1764,1769.383703,,,
unknown,72,1616,1622.849100,,,
unknown,73,1472,1474.117896,,,
unknown,74,1360,1361.524379,,,
unknown,75,1291,1296.213111,,,
unknown,76,1269,1271.304015,,,
unknown,77,1293,1303.637933,,,
unknown,78,1360,1361.399812,,,
unknown,79,1452,1449.500941,,,
unknown,80,1571,1563.162109,,,
unknown,81,1697,1696.535521,,,
unknown,82,1819,1821.079731,,,
unknown,83,1938,1929.405960,,,
unknown,84,2032,2028.433950,,,
unknown,85,2109,2106.380302,,,
unknown,86,2150,2152.342960,,,
unknown,87,2156,2160.082029,,,
unknown,88,2117,2120.849320,,,
unknown,89,2032,2026.582918,,,
unknown,90,1913,1914.509497,,,
unknown,91,1776,1781.119915,,,
unknown,92,1629,1633.574365,,,
unknown,93,1488,1480.688476,,,
unknown,94,1380,1367.465494,,,
unknown,95,1308,1305.414212,,,
unknown,96,1287,1283.900662,,,
unknown,97,1311,1321.433642,,,
unknown,98,1373,1381.108865,,,
unknown,99,1461,1467.227970,,,
unknown,100,1584,1579.790592,,,
unknown,101,1706,1711.741127,,,
unknown,102,1823,1831.892166,,,
unknown,103,1936,1933.207275,,,
unknown,104,2027,2023.022889,,,
unknown,105,2095,2089.001077,,,
unknown,106,2129,2126.816219,,,
unknown,107,2133,2130.722265,,,
unknown,108,2095,2088.389290,,,
unknown,109,2002,1993.489093,,,
unknown,110,1889,1883.046791,,,
unknown,111,1747,1753.538487,,,
unknown,112,1607,1612.730886,,,
unknown,113,1466,1469.516796,,,
unknown,114,1360,1360.841079,,,
unknown,115,1294,1297.596676,,,
unknown,116,1268,1273.086514,,,
unknown,117,1295,1303.614659,,,
unknown,118,1354,1357.122303,,,
unknown,119,1441,1438.229302,,,
unknown,120,1555,1546.620649,,,
unknown,121,1678,1676.648721,,,
unknown,122,1793,1794.950339,,,
