person_name,time_ms,ecg_raw,ecg_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1827,1820.667086,,,
unknown,1,1750,1740.592991,,,
unknown,2,1691,1692.211541,,,
unknown,3,1653,1657.898730,,,
unknown,4,1634,1635.345846,,,
unknown,5,1639,1644.980423,,,
unknown,6,1663,1666.685554,,,
unknown,7,1710,1708.582229,,,
unknown,8,1764,1764.845803,26402,26392.073792,24579
unknown,9,1835,1834.800545,,,
unknown,10,1906,1907.720813,,,
unknown,11,1985,1980.855592,,,
unknown,12,2059,2047.607574,,,
unknown,13,2105,2102.686541,,,
unknown,14,2128,2133.251970,,,
unknown,15,2130,2132.986338,,,
unknown,16,2099,2102.544598,,,
unknown,17,2037,2034.542935,,,
unknown,18,1968,1965.182687,,,
unknown,19,1890,1893.872140,,,
unknown,20,1808,1813.210880,,,
unknown,21,1735,1731.923038,,,
unknown,22,1677,1669.178063,,,
unknown,23,1636,1629.819977,,,
unknown,24,1616,1613.686061,,,
unknown,25,1622,1629.305127,,,
unknown,26,1648,1654.654132,,,
unknown,27,1692,1692.507621,,,
unknown,28,1751,1752.280857,,,
unknown,29,1822,1830.735059,,,
unknown,30,1903,1906.863672,,,
unknown,31,1981,1979.428105,,,
unknown,32,2054,2045.661846,,,
unknown,33,2102,2098.527457,,,
unknown,34,2128,2126.335311,,,
unknown,35,2123,2123.034863,,,
unknown,36,2093,2091.080403,,,
unknown,37,2032,2023.668316,,,
unknown,38,1959,1955.108452,,,
unknown,39,1882,1885.462728,,,
unknown,40,1802,1807.587053,,,
unknown,41,1728,1730.100411,,,
unknown,42,1667,1668.065046,,,
unknown,43,1623,1625.944277,,,
unknown,44,1604,1605.533343,,,
unknown,45,1608,1614.187588,,,
unknown,46,1634,1635.994960,,,
unknown,47,1680,1674.221903,,,
unknown,48,1735,1733.802043,26405,26395.677758,24582
unknown,49,1808,1812.977437,,,
unknown,50,1890,1889.121914,,,
unknown,51,1968,1960.439216,,,
unknown,52,2034,2028.423816,,,
unknown,53,2089,2085.772243,,,
unknown,54,2114,2117.373481,,,
unknown,55,2113,2117.843643,,,
unknown,56,2085,2086.790740,,,
unknown,57,2018,2016.525657,,,
unknown,58,1949,1945.696650,,,
unknown,59,1869,1873.538780,,,
unknown,60,1786,1791.113743,,,
unknown,61,1712,1707.561471,,,
unknown,62,1649,1642.899642,,,
unknown,63,1609,1601.857024,,,
unknown,64,1586,1584.100211,,,
unknown,65,1591,1598.331967,,,
unknown,66,1616,1622.921576,,,
unknown,67,1662,1660.729953,,,
unknown,68,1717,1720.125599,,,
unknown,69,1789,1797.929389,,,
unknown,70,1870,1873.892507,,,
unknown,71,1951,1946.598490,,,
unknown,72,2020,2015.291797,,,
unknown,73,2079,2073.256005,,,
unknown,74,2106,2106.095276,,,
unknown,75,2111,2108.219961,,,
unknown,76,2082,2082.347779,,,
unknown,77,2029,2021.220131,,,
unknown,78,1962,1957.285822,,,
unknown,79,1887,1890.250874,,,
unknown,80,1808,1814.698924,,,
unknown,81,1740,1738.680426,,,
unknown,82,1674,1677.578917,,,
unknown,83,1633,1636.035198,,,
unknown,84,1614,1615.222205,,,
unknown,85,1616,1622.596496,,,
unknown,86,1640,1641.180509,,,
unknown,87,1678,1674.022202,,,
unknown,88,1731,1729.011482,26378,26403.398940,24581
unknown,89,1803,1804.275619,,,
unknown,90,1875,1877.720773,,,
unknown,91,1954,1948.359896,,,
unknown,92,2024,2015.474655,,,
unknown,93,2076,2072.139496,,,
unknown,94,2099,2104.417320,,,
unknown,95,2103,2106.676624,,,
unknown,96,2077,2079.831744,,,
unknown,97,2020,2016.533748,,,
unknown,98,1952,1950.422170,,,
unknown,99,1876,1880.765874,,,
unknown,100,1798,1802.326772,,,
unknown,101,1728,1723.254465,,,
unknown,102,1666,1660.561525,,,
unknown,103,1627,1619.142918,,,
unknown,104,1600,1599.466554,,,
unknown,105,1604,1609.523269,,,
unknown,106,1623,1631.329635,,,
unknown,107,1670,1667.948557,,,
unknown,108,1723,1726.056690,,,
unknown,109,1793,1803.407141,,,
unknown,110,1877,1879.059982,,,
unknown,111,1955,1951.593625,,,
unknown,112,2026,2020.298714,,,
unknown,113,2082,2078.309518,,,
unknown,114,2113,2110.795749,,,
unknown,115,2112,2112.050616,,,
unknown,116,2087,2084.785794,,,
unknown,117,2030,2021.546418,,,
unknown,118,1961,1956.006273,,,
unknown,119,1883,1887.878447,,,
unknown,120,1807,1811.813072,,,
unknown,121,1731,1736.206344,,,
unknown,122,1675,1675.742428,,,
unknown,123,1635,1635.206319,,,
unknown,124,1616,1616.502690,,,
unknown,125,1618,1627.065221,,,
unknown,126,1649,1649.273816,,,
unknown,127,1691,1686.309306,,,
unknown,128,1744,1742.423275,26385,26415.579007,24578
unknown,129,1811,1815.262843,,,
unknown,130,1887,1886.903202,,,
unknown,131,1963,1955.497289,,,
unknown,132,2026,2020.063990,,,
unknown,133,2077,2074.308515,,,
unknown,134,2099,2102.609796,,,
unknown,135,2096,2099.409409,,,
unknown,136,2064,2068.160936,,,
unknown,137,2007,2001.374758,,,
unknown,138,1936,1936.078102,,,
unknown,139,1869,1872.524514,,,
unknown,140,1795,1800.035269,,,
unknown,141,1731,1727.706127,,,
unknown,142,1680,1673.491036,,,
unknown,143,1648,1641.439401,,,
unknown,144,1635,1631.673314,,,
unknown,145,1646,1651.973569,,,
unknown,146,1671,1679.478406,,,
unknown,147,1715,1716.492820,,,
unknown,148,1775,1774.424885,,,
unknown,149,1840,1849.703277,,,
unknown,150,1919,1922.571557,,,
unknown,151,1994,1992.268000,,,
unknown,152,2064,2056.203123,,,
unknown,153,2112,2107.965334,,,
unknown,154,2139,2138.135861,,,
unknown,155,2142,2141.326473,,,
unknown,156,2118,2116.580962,,,
unknown,157,2068,2057.788702,,,
unknown,158,2000,1996.929478,,,
unknown,159,1930,1933.293626,,,
unknown,160,1856,1862.078042,,,
unknown,161,1787,1791.080358,,,
unknown,162,1733,1734.461581,,,
unknown,163,1695,1696.745526,,,
unknown,164,1680,1678.732536,,,
unknown,165,1680,1687.419259,,,
unknown,166,1703,1705.929126,,,
unknown,167,1742,1736.948209,,,
unknown,168,1792,1790.129498,26410,26431.629176,24587
unknown,169,1861,1863.582540,,,
unknown,170,1940,1940.802333,,,
unknown,171,2026,2021.845303,,,
unknown,172,2110,2099.817623,,,
unknown,173,2171,2169.321382,,,
unknown,174,2213,2216.284106,,,
unknown,175,2229,2234.245941,,,
unknown,176,2223,2225.652656,,,
unknown,177,2187,2182.872785,,,
unknown,178,2135,2135.381791,,,
unknown,179,2079,2082.250609,,,
unknown,180,2013,2017.005024,,,
unknown,181,1951,1946.372519,,,
unknown,182,1899,1890.115100,,,
unknown,183,1856,1852.243526,,,
unknown,184,1831,1830.108661,,,
unknown,185,1824,1831.582655,,,
unknown,186,1837,1842.110422,,,
unknown,187,1865,1864.124320,,,
unknown,188,1901,1905.038180,,,
unknown,189,1957,1963.278365,,,
unknown,190,2018,2024.370634,,,
unknown,191,2093,2088.120849,,,
unknown,192,2150,2144.630601,,,
unknown,193,2193,2188.634488,,,
unknown,194,2215,2213.714991,,,
unknown,195,2215,2213.420746,,,
unknown,196,2187,2186.193145,,,
unknown,197,2134,2126.148500,,,
unknown,198,2066,2060.349003,,,
unknown,199,1983,1987.490226,,,
unknown,200,1905,1910.035681,,,
unknown,201,1830,1834.821649,,,
unknown,202,1771,1770.754635,,,
unknown,203,1721,1723.281947,,,
unknown,204,1696,1696.137107,,,
unknown,205,1687,1695.626034,,,
unknown,206,1706,1706.812878,,,
unknown,207,1739,1733.055453,,,
unknown,208,1781,1780.220784,26447,26452.422996,24600
unknown,209,1843,1846.924895,,,
unknown,210,1917,1915.354106,,,
unknown,211,1986,1984.687044,,,
unknown,212,2063,2050.714925,,,
unknown,213,2109,2107.471482,,,
unknown,214,2135,2138.925545,,,
unknown,215,2133,2138.804907,,,
unknown,216,2112,2113.922772,,,
unknown,217,2063,2056.628219,,,
unknown,218,1990,1991.713378,,,
unknown,219,1914,1918.990754,,,
unknown,220,1835,1837.609872,,,
unknown,221,1758,1753.984341,,,
unknown,222,1694,1687.622729,,,
unknown,223,1650,1643.943591,,,
unknown,224,1623,1620.986551,,,
unknown,225,1621,1627.411976,,,
unknown,226,1637,1644.385994,,,
unknown,227,1675,1674.608208,,,
unknown,228,1726,1727.627861,,,
unknown,229,1791,1801.078585,,,
unknown,230,1871,1873.516970,,,
unknown,231,1946,1944.191188,,,
unknown,232,2020,2012.638418,,,
unknown,233,2077,2072.253450,,,
unknown,234,2109,2108.044291,,,
unknown,235,2113,2114.536109,,,
unknown,236,2095,2090.999867,,,
unknown,237,2038,2029.725423,,,
unknown,238,1973,1969.126108,,,
unknown,239,1904,1908.302006,,,
unknown,240,1833,1837.613159,,,
unknown,241,1762,1765.983378,,,
unknown,242,1708,1708.408762,,,
unknown,243,1666,1668.774751,,,
unknown,244,1648,1648.724885,,,
unknown,245,1650,1655.264764,,,
unknown,246,1671,1674.238509,,,
unknown,247,1712,1708.824691,,,
unknown,248,1766,1762.238166,26469,26464.636785,24603
unknown,249,1831,1832.970890,,,
unknown,250,1904,1906.028407,,,
unknown,251,1984,1980.055968,,,
unknown,252,2059,2048.395475,,,
unknown,253,2107,2105.310096,,,
unknown,254,2134,2137.761754,,,
unknown,255,2135,2139.205033,,,
unknown,256,2106,2108.764933,,,
unknown,257,2042,2038.694177,,,
unknown,258,1969,1966.944327,,,
unknown,259,1887,1892.456531,,,
unknown,260,1805,1808.007608,,,
unknown,261,1725,1722.548141,,,
unknown,262,1664,1655.620756,,,
unknown,263,1616,1612.265307,,,
unknown,264,1597,1592.340428,,,
unknown,265,1597,1604.604000,,,
unknown,266,1622,1629.354616,,,
unknown,267,1670,1669.751439,,,
unknown,268,1732,1733.871693,,,
unknown,269,1811,1819.220535,,,
unknown,270,1899,1902.879691,,,
unknown,271,1984,1983.480142,,,
unknown,272,2069,2059.712057,,,
unknown,273,2127,2124.111081,,,
unknown,274,2160,2159.099508,,,
unknown,275,2161,2158.180179,,,
unknown,276,2128,2129.039990,,,
unknown,277,2075,2063.486573,,,
unknown,278,1993,1989.987307,,,
unknown,279,1904,1908.659118,,,
unknown,280,1817,1821.309237,,,
unknown,281,1730,1735.805323,,,
unknown,282,1662,1662.529697,,,
unknown,283,1607,1607.550945,,,
unknown,284,1573,1573.113514,,,
unknown,285,1558,1566.186142,,,
unknown,286,1566,1567.634435,,,
unknown,287,1586,1580.372611,,,
unknown,288,1612,1610.755967,26472,26467.247756,24604
unknown,289,1651,1656.049598,,,
unknown,290,1694,1692.907091,,,
unknown,291,1727,1719.283772,,,
unknown,292,1741,1735.311380,,,
unknown,293,1734,1733.157360,,,
unknown,294,1698,1700.088926,,,
unknown,295,1629,1630.271238,,,
unknown,296,1527,1533.303597,,,
unknown,297,1407,1402.911428,,,
unknown,298,1280,1276.962774,,,
unknown,299,1151,1158.203312,,,
unknown,300,1040,1041.860639,,,
unknown,301,942,939.351745,,,
unknown,302,880,872.737891,,,
unknown,303,854,849.587878,,,
unknown,304,878,872.450189,,,
unknown,305,943,952.622440,,,
unknown,306,1057,1063.450696,,,
unknown,307,1212,1209.698446,,,
unknown,308,1394,1399.084694,,,
unknown,309,1622,1628.157730,,,
unknown,310,1863,1869.486616,,,
unknown,311,2126,2120.665342,,,
unknown,312,2384,2379.890093,,,
unknown,313,2646,2637.743357,,,
unknown,314,2903,2904.860992,,,
unknown,315,3179,3176.349575,,,
unknown,316,3474,3473.411538,,,
unknown,317,3797,3797.991053,,,
unknown,318,4095,4085.351251,,,
unknown,319,4095,4094.258782,,,
unknown,320,4095,4103.953973,,,
unknown,321,4095,4094.628163,,,
unknown,322,4095,4088.157384,,,
unknown,323,4095,4104.066342,,,
unknown,324,4095,4103.027266,,,
unknown,325,4095,4097.357854,,,
unknown,326,4095,4093.941114,,,
unknown,327,4095,4090.368155,,,
unknown,328,4095,4089.731312,26466,26467.498900,24602
unknown,329,4095,4093.473934,,,
unknown,330,4095,4094.549894,,,
unknown,331,4095,4093.814432,,,
unknown,332,4095,4096.190575,,,
unknown,333,4095,4100.761126,,,
unknown,334,4095,4100.529747,,,
unknown,335,4095,4095.674594,,,
unknown,336,4095,4094.464863,,,
unknown,337,4095,4095.847010,,,
unknown,338,4095,4094.801906,,,
unknown,339,4095,4092.541705,,,
unknown,340,4095,4079.392469,,,
unknown,341,3853,3843.968006,,,
unknown,342,3445,3449.732443,,,
unknown,343,3066,3072.819710,,,
unknown,344,2736,2736.280252,,,
unknown,345,2423,2427.932831,,,
unknown,346,2131,2135.086551,,,
unknown,347,1868,1864.061010,,,
unknown,348,1639,1642.689052,,,
unknown,349,1466,1473.316707,,,
unknown,350,1354,1354.444475,,,
unknown,351,1296,1295.360397,,,
unknown,352,1285,1279.316061,,,
unknown,353,1305,1309.571760,,,
unknown,354,1350,1350.662896,,,
unknown,355,1406,1396.523877,,,
unknown,356,1459,1452.367968,,,
unknown,357,1508,1505.466177,,,
unknown,358,1558,1557.828064,,,
unknown,359,1600,1603.585244,,,
unknown,360,1639,1643.645277,,,
unknown,361,1677,1674.733266,,,
unknown,362,1712,1713.425654,,,
unknown,363,1754,1759.545734,,,
unknown,364,1798,1800.642666,,,
unknown,365,1840,1839.837036,,,
unknown,366,1886,1883.521949,,,
unknown,367,1933,1930.631707,,,
unknown,368,1980,1979.954915,26457,26461.852173,24596
unknown,369,2026,2032.697397,,,
unknown,370,2077,2076.700854,,,
unknown,371,2113,2111.012429,,,
unknown,372,2144,2136.461093,,,
unknown,373,2151,2149.230930,,,
unknown,374,2135,2136.613978,,,
unknown,375,2096,2095.314733,,,
unknown,376,2022,2028.108023,,,
unknown,377,1934,1929.656822,,,
unknown,378,1831,1829.278767,,,
unknown,379,1723,1727.575082,,,
unknown,380,1618,1622.915498,,,
unknown,381,1526,1523.460104,,,
unknown,382,1456,1448.542664,,,
unknown,383,1411,1404.377182,,,
unknown,384,1393,1389.769423,,,
unknown,385,1407,1413.943550,,,
unknown,386,1444,1451.790865,,,
unknown,387,1505,1505.938318,,,
unknown,388,1585,1585.802251,,,
unknown,389,1680,1687.225550,,,
unknown,390,1779,1784.336475,,,
unknown,391,1876,1874.865410,,,
unknown,392,1968,1958.632909,,,
unknown,393,2029,2026.871723,,,
unknown,394,2067,2065.355504,,,
