person_name,time_ms,ecg_raw,ppg_red_raw,ppg_ir_raw
unknown,0,205,,
unknown,1,523,,
unknown,2,822,,
unknown,3,1127,,
unknown,4,1385,,
unknown,5,1532,,
unknown,6,1520,,
unknown,7,1327,,
unknown,8,962,,
unknown,9,479,,
unknown,10,0,,
unknown,11,0,,
unknown,12,0,,
unknown,13,0,,
unknown,14,0,,
unknown,15,0,,
unknown,16,0,,
unknown,17,0,,
unknown,18,0,,
unknown,19,6,,
unknown,20,240,,
unknown,21,528,,
unknown,22,832,,
unknown,23,1138,,
unknown,24,1392,,
unknown,25,1535,,
unknown,26,1520,,
unknown,27,1322,,
unknown,28,954,,
unknown,29,483,,
unknown,30,0,,
unknown,31,0,,
unknown,32,0,,
unknown,33,0,,
unknown,34,0,,
unknown,35,0,,
unknown,36,0,,
unknown,37,0,,
unknown,38,0,,
unknown,39,0,,
unknown,40,211,,
unknown,41,471,,
unknown,42,752,,
unknown,43,1010,,
unknown,44,1224,,
unknown,45,1321,,
unknown,46,1255,,
unknown,47,1014,,
unknown,48,625,,
unknown,49,133,,
unknown,50,0,,
unknown,51,0,,
unknown,52,0,,
unknown,53,0,,
unknown,54,0,,
unknown,55,0,,
unknown,56,0,,
unknown,57,0,,
unknown,58,0,,
unknown,59,151,,
unknown,60,511,,
unknown,61,959,,
unknown,62,1457,,
unknown,63,1955,,
unknown,64,2411,,
unknown,65,2758,,
unknown,66,2948,,
unknown,67,2947,,
unknown,68,2768,,
unknown,69,2473,,
unknown,70,2126,,
unknown,71,1765,,
unknown,72,1477,,
unknown,73,1330,,
unknown,74,1349,,
unknown,75,1497,,
unknown,76,1759,,
unknown,77,2096,,
unknown,78,2467,,
unknown,79,2873,,
unknown,80,3344,,
unknown,81,3919,,
unknown,82,4095,,
unknown,83,4095,,
unknown,84,4095,,
unknown,85,4095,,
unknown,86,3934,,
unknown,87,3252,,
unknown,88,2559,,
unknown,89,1817,,
unknown,90,969,,
unknown,91,154,,
unknown,92,0,,
unknown,93,0,,
unknown,94,0,,
unknown,95,0,,
unknown,96,0,,
unknown,97,0,,
unknown,98,0,,
unknown,99,0,,
unknown,100,0,,
unknown,101,155,,
unknown,102,379,,
unknown,103,623,,
unknown,104,832,,
unknown,105,945,,
unknown,106,922,,
unknown,107,745,,
unknown,108,429,,
unknown,109,17,,
unknown,110,0,,
unknown,111,0,,
unknown,112,0,,
unknown,113,0,,
unknown,114,0,,
unknown,115,0,,
unknown,116,0,,
unknown,117,0,,
unknown,118,1,,
unknown,119,261,,
unknown,120,583,,
